1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
774.07,819.27,836.27,901.33,937.86,953.54,985.45,1011.77,1085.67,1136.47,1215.21,1336.74,1424.38,1564.88,1659.98,1756.74,1909.44,1972.43,2147.11,2158.02,2195.25,2308.8,2458.18,2423.95,2200.84
