1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0.983,1.002,1.021,1.041,1.060,1.079,1.098,1.117,1.136,1.155,1.172,1.190,1.207,1.224,1.241,1.258,1.274,1.291,1.307,1.323,1.339,1.354,1.369,1.383,1.396
